,Type,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,Year,Month,geometry,index_right,FID,lsoa11cd,lsoa11nm,IMDRank,IMDDecil,Shape__Area,Shape__Length,LSOA_code
185343,Person search,0.0,,51.549626,-0.054738,Male,25-34,Black or Black British - Caribbean (B1),Black,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.054738 51.549626),2610.0,2611.0,E01001760,Hackney 017C,4504.0,2.0,371715.72082901,3580.76478282465,E01001760
185375,Person and Vehicle search,0.0,,51.531054,-0.066574,Male,25-34,Asian or Asian British - Bangladeshi (A3),Asian,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.066574 51.531054),4994.0,4995.0,E01004318,Tower Hamlets 006D,5572.0,2.0,148586.946178436,2498.05020271696,E01004318
185396,Person search,0.0,,51.578469,0.023752,Male,18-24,White - Any other White ethnic background (W9),White,Articles for use in criminal damage,Offender given penalty notice,,,2016,6,POINT (0.023752 51.578469),4483.0,4484.0,E01003778,Redbridge 014E,24959.0,8.0,913734.663613319,7009.88933639451,E01003778
185398,Person and Vehicle search,0.0,,51.555942,-0.055998,Male,25-34,White - Any other White ethnic background (W9),White,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.055998 51.555942),,,,,,,,,
185420,Person and Vehicle search,0.0,,51.534247,-0.091311,Male,18-24,Asian or Asian British - Bangladeshi (A3),Asian,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.091311 51.534247),2629.0,2630.0,E01001782,Hackney 026C,13505.0,5.0,350061.514560699,3378.85417930696,E01001782
185532,Person and Vehicle search,0.0,,51.560417,-0.072124,Male,25-34,Black or Black British - Caribbean (B1),Black,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.072124 51.560417),2674.0,2675.0,E01001831,Hackney 009D,8414.0,3.0,281328.071414948,3165.80587542157,E01001831
185598,Person and Vehicle search,0.0,,51.473724,-0.087273,Male,18-24,Black or Black British - Caribbean (B1),Black,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.087273 51.473724),4615.0,4616.0,E01003911,Southwark 020A,8105.0,3.0,292546.64673996,3241.18138219711,E01003911
185697,Person search,0.0,,51.549626,-0.054738,Male,18-24,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.054738 51.549626),2610.0,2611.0,E01001760,Hackney 017C,4504.0,2.0,371715.72082901,3580.76478282465,E01001760
185711,Person and Vehicle search,0.0,,51.475503,-0.121629,Male,10-17,Asian or Asian British - Bangladeshi (A3),Asian,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.121629 51.475503),3847.0,3848.0,E01003125,Lambeth 006E,7884.0,3.0,186983.017745972,2680.66328788535,E01003125
185754,Person search,0.0,,51.46459,-0.130874,Male,18-24,Black or Black British - Caribbean (B1),Black,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.130874 51.46459),3777.0,3778.0,E01003054,Lambeth 015C,12938.0,4.0,230247.624954224,2962.18795475902,E01003054
185756,Person search,0.0,,51.501986,-0.159659,Male,18-24,White - Any other White ethnic background (W9),White,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.159659 51.501986),5353.0,5354.0,E01004689,Westminster 019C,17986.0,6.0,4957465.90625,12198.3965535383,E01004689
185770,Person search,0.0,,51.43853,-0.127017,Male,over 34,White - White British (W1),White,Articles for use in criminal damage,Offender given penalty notice,,,2016,6,POINT (-0.127017 51.43853),3853.0,3854.0,E01003131,Lambeth 026B,15900.0,5.0,472347.134613037,2909.74199863795,E01003131
185811,Person and Vehicle search,0.0,,51.418201,-0.127201,Male,18-24,Mixed - White and Asian (M3),White,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.127201 51.418201),3867.0,3868.0,E01003145,Lambeth 034D,11635.0,4.0,422793.245285034,4077.18838350795,E01003145
185884,Person search,0.0,,51.520846,-0.100593,Male,18-24,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.100593 51.520846),,,,,,,,,
186046,Person and Vehicle search,0.0,,51.524247,0.039612,Male,18-24,Asian or Asian British - Bangladeshi (A3),Asian,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (0.039612 51.524247),4252.0,4253.0,E01003539,Newham 029B,9378.0,3.0,654696.832458496,4777.75516507675,E01003539
186053,Person and Vehicle search,0.0,,51.535723,-0.089159,Male,18-24,Black or Black British - Caribbean (B1),Black,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.089159 51.535723),2602.0,2603.0,E01001752,Hackney 025A,9681.0,3.0,326686.683303833,3904.51658168431,E01001752
186056,Person search,0.0,,51.411011,-0.177651,Male,18-24,Mixed - White and Black African (M2),Black,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.177651 51.411011),4123.0,4124.0,E01003407,Merton 008E,22329.0,7.0,506643.104026794,3409.97046834298,E01003407
186057,Person search,0.0,,51.513839,-0.144265,Male,18-24,White - Any other White ethnic background (W9),White,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.144265 51.513839),,,,,,,,,
186064,Person search,0.0,,51.590815,0.066645,Male,18-24,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (0.066645 51.590815),4418.0,4419.0,E01003712,Redbridge 010D,4305.0,2.0,441322.926105499,3111.16691392791,E01003712
186067,Person and Vehicle search,0.0,,51.383912,-0.127178,Male,over 34,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.127178 51.383912),987.0,988.0,E01001006,Croydon 016A,7710.0,3.0,746348.57963562,4783.77018570515,E01001006
186442,Person search,0.0,,51.53559,-0.062402,Male,25-34,Black or Black British - Any other Black ethnic background (B9),Black,Articles for use in criminal damage,Offender given penalty notice,,,2016,6,POINT (-0.062402 51.53559),,,,,,,,,
186524,Person search,0.0,,51.530453,-0.054143,Male,18-24,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.054143 51.530453),4883.0,4884.0,E01004198,Tower Hamlets 002B,3698.0,2.0,248681.621982574,2826.41119043935,E01004198
186673,Person search,0.0,,51.589302,-0.001275,Male,18-24,Not Stated (NS),Black,Articles for use in criminal damage,Offender given penalty notice,,,2016,6,POINT (-0.001275 51.589302),5144.0,5145.0,E01004471,Waltham Forest 013F,6772.0,3.0,350545.814196169,3530.00696789604,E01004471
186706,Person search,0.0,,51.517455,-0.440192,Male,10-17,Black or Black British - African (B2),Black,Articles for use in criminal damage,Offender given penalty notice,,,2016,6,POINT (-0.440192 51.517455),1355.0,1356.0,E01002402,Hillingdon 024C,11133.0,4.0,519494.348297119,5150.62838052157,E01002402
186767,Person and Vehicle search,0.0,,51.566307,-0.226639,Male,18-24,Asian or Asian British - Any other Asian ethnic background (A9),Other,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.226639 51.566307),490.0,491.0,E01000497,Brent 011A,11593.0,4.0,788285.900741577,5038.07644877856,E01000497
186945,Person search,0.0,,51.498311,-0.071404,Male,18-24,Black or Black British - African (B2),Black,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.071404 51.498311),4714.0,4715.0,E01004028,Southwark 004E,9929.0,4.0,318080.604152679,3526.24367359334,E01004028
186972,Person search,0.0,,51.534244,-0.348942,Male,18-24,Black or Black British - African (B2),Black,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.348942 51.534244),2137.0,2138.0,E01001267,Ealing 006C,7140.0,3.0,989644.472702026,7734.34665002594,E01001267
187006,Person and Vehicle search,0.0,,51.538463,0.162721,Male,25-34,White - Any other White ethnic background (W9),White,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (0.162721 51.538463),102.0,103.0,E01000106,Barking and Dagenham 014D,3355.0,2.0,570156.413261414,4636.05146370916,E01000106
187007,Person and Vehicle search,0.0,,51.538463,0.162721,Male,25-34,White - Any other White ethnic background (W9),White,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (0.162721 51.538463),102.0,103.0,E01000106,Barking and Dagenham 014D,3355.0,2.0,570156.413261414,4636.05146370916,E01000106
187063,Person and Vehicle search,0.0,,51.537705,-0.255652,Male,18-24,Black or Black British - African (B2),Black,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.255652 51.537705),517.0,518.0,E01000525,Brent 031C,6401.0,2.0,412501.55796814,4416.35034735704,E01000525
187136,Person search,0.0,,51.509005,-0.196412,Male,25-34,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.196412 51.509005),1767.0,1768.0,E01002827,Kensington and Chelsea 008D,22084.0,7.0,652327.026229858,4196.27272199729,E01002827
187164,Person search,0.0,,51.545365,0.031686,Male,over 34,White - Any other White ethnic background (W9),White,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (0.031686 51.545365),4283.0,4284.0,E01003570,Newham 008C,7384.0,3.0,257644.200082779,2741.27666680361,E01003570
187166,Person and Vehicle search,0.0,,51.528072,-0.021979,Male,18-24,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.021979 51.528072),4912.0,4913.0,E01004231,Tower Hamlets 004D,6874.0,3.0,282543.406076431,2297.01546484404,E01004231
187167,Person and Vehicle search,0.0,,51.528072,-0.021979,Male,18-24,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.021979 51.528072),4912.0,4913.0,E01004231,Tower Hamlets 004D,6874.0,3.0,282543.406076431,2297.01546484404,E01004231
187246,Person search,0.0,,51.590693,0.029796,Male,18-24,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (0.029796 51.590693),4469.0,4470.0,E01003764,Redbridge 009F,19839.0,7.0,1389943.75434303,8427.69260939688,E01003764
187304,Person search,0.0,,51.506683,-0.25335,Male,25-34,Not Stated (NS),Black,Articles for use in criminal damage,Offender given penalty notice,,,2016,6,POINT (-0.25335 51.506683),2115.0,2116.0,E01001244,Ealing 024E,8569.0,3.0,545906.693634033,5156.56970866842,E01001244
187385,Person search,0.0,,51.584536,-0.067293,Male,18-24,Black or Black British - Caribbean (B1),Black,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.067293 51.584536),1026.0,1027.0,E01002071,Haringey 025C,1685.0,1.0,281473.964042664,3644.69621582454,E01002071
187386,Person and Vehicle search,0.0,,51.563025,-0.297707,Male,18-24,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.297707 51.563025),566.0,567.0,E01000577,Brent 007E,6835.0,3.0,888522.909591675,4893.1976420975,E01000577
187477,Person and Vehicle search,0.0,,51.434512,0.10299,Male,18-24,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (0.10299 51.434512),456.0,457.0,E01000462,Bexley 026E,19613.0,6.0,1189427.04185486,8276.94598770134,E01000462
187583,Person search,0.0,,51.571113,-0.095511,Male,18-24,Black or Black British - Any other Black ethnic background (B9),Black,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.095511 51.571113),2658.0,2659.0,E01001813,Hackney 002E,2413.0,1.0,246022.508308411,2205.56585999975,E01001813
187639,Person and Vehicle search,0.0,,51.560948,-0.380291,Male,25-34,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.380291 51.560948),1168.0,1169.0,E01002214,Harrow 031A,15825.0,5.0,469447.165405273,3141.43956574042,E01002214
187760,Person and Vehicle search,0.0,,51.564463,-0.443403,Male,25-34,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.443403 51.564463),1413.0,1414.0,E01002460,Hillingdon 011C,28811.0,9.0,980573.821990967,7142.50431285151,E01002460
187827,Person and Vehicle search,0.0,,51.544976,-0.046038,Male,18-24,Black or Black British - Caribbean (B1),Black,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.046038 51.544976),2581.0,2582.0,E01001730,Hackney 019B,2897.0,1.0,339690.842823029,3797.80560173866,E01001730
187891,Person search,0.0,,51.486799,-0.120617,Male,18-24,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.120617 51.486799),3831.0,3832.0,E01003109,Lambeth 003E,9248.0,3.0,679402.764007568,4522.04276189039,E01003109
188175,Person search,0.0,,51.524055,-0.074583,Male,over 34,White - White British (W1),White,Articles for use in criminal damage,Offender given penalty notice,,,2016,6,POINT (-0.074583 51.524055),4993.0,4994.0,E01004317,Tower Hamlets 009D,9244.0,3.0,707675.860996246,4287.80483007628,E01004317
188372,Person and Vehicle search,0.0,,51.497592,-0.159822,Male,18-24,White - Any other White ethnic background (W9),Asian,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.159822 51.497592),1758.0,1759.0,E01002818,Kensington and Chelsea 012A,21429.0,7.0,483716.524261475,3692.92198492417,E01002818
188379,Person and Vehicle search,0.0,,51.599433,0.178324,Male,18-24,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Articles for use in criminal damage,Offender given penalty notice,,,2016,6,POINT (0.178324 51.599433),1287.0,1288.0,E01002333,Havering 008A,26426.0,9.0,707046.252075195,4403.32303738032,E01002333
188388,Person search,0.0,,51.541519,0.047552,Male,,White - Any other White ethnic background (W9),White,Articles for use in criminal damage,Offender given penalty notice,,,2016,6,POINT (0.047552 51.541519),4244.0,4245.0,E01003531,Newham 010C,8410.0,3.0,578243.395799637,3643.72454843253,E01003531
188404,Person search,0.0,,51.552242,-0.298859,Male,18-24,White - Any other White ethnic background (W9),White,Articles for use in criminal damage,Offender given penalty notice,,,2016,6,POINT (-0.298859 51.552242),621.0,622.0,E01000635,Brent 020D,8174.0,3.0,596840.029067993,4438.63340320807,E01000635
188476,Person search,0.0,,51.501938,-0.206488,Male,18-24,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.206488 51.501938),1808.0,1809.0,E01002868,Kensington and Chelsea 009D,25448.0,8.0,639419.32925415,4127.29467170292,E01002868
188690,Person and Vehicle search,0.0,,51.581154,0.135071,Male,18-24,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (0.135071 51.581154),26.0,27.0,E01000029,Barking and Dagenham 001C,12389.0,4.0,654345.828163147,6153.86255250309,E01000029
188827,Person and Vehicle search,0.0,,51.530172,0.037642,Male,18-24,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (0.037642 51.530172),4208.0,4209.0,E01003492,Newham 025A,10800.0,4.0,250456.237375259,3040.82688528757,E01003492
188831,Person and Vehicle search,0.0,,51.462283,-0.115967,Male,25-34,Black or Black British - Caribbean (B1),Black,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.115967 51.462283),3778.0,3779.0,E01003055,Lambeth 016D,6234.0,2.0,349281.90284729,2493.20326019607,E01003055
188869,Person search,0.0,,51.554181,-0.007316,Male,25-34,White - Any other White ethnic background (W9),White,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.007316 51.554181),5011.0,5012.0,E01004336,Waltham Forest 026A,11164.0,4.0,550881.092591047,4066.81715912717,E01004336
188922,Person search,0.0,,51.51003,-0.326256,Male,25-34,Black or Black British - African (B2),Black,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.326256 51.51003),2120.0,2121.0,E01001249,Ealing 028A,3848.0,2.0,401106.363555908,3028.58483997168,E01001249
189044,Person and Vehicle search,0.0,,51.537259,0.027692,Male,25-34,Black or Black British - Any other Black ethnic background (B9),Black,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (0.027692 51.537259),4287.0,4288.0,E01003574,Newham 017D,8339.0,3.0,492463.633850098,4091.52352203347,E01003574
189054,Person search,0.0,,51.666369,-0.016178,Male,18-24,Mixed - Any other Mixed ethnic background (M9),White,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (-0.016178 51.666369),,,,,,,,,
189074,Person search,0.0,,51.512763,-0.294969,Male,18-24,White - White British (W1),White,Articles for use in criminal damage,Offender given penalty notice,,,2016,6,POINT (-0.294969 51.512763),2106.0,2107.0,E01001235,Ealing 020D,19722.0,7.0,702637.902862549,4807.38317678385,E01001235
189226,Person and Vehicle search,0.0,,51.431274,0.031685,Male,18-24,Black or Black British - Caribbean (B1),Black,Controlled drugs,Offender given penalty notice,,,2016,6,POINT (0.031685 51.431274),3984.0,3985.0,E01003265,Lewisham 031B,8272.0,3.0,598241.680371284,4794.69400397089,E01003265
189532,Person search,0.0,,51.542422,0.148862,Female,18-24,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2016,7,POINT (0.148862 51.542422),11.0,12.0,E01000013,Barking and Dagenham 013A,4573.0,2.0,538670.095123291,5034.82176097749,E01000013
